ID1,HHID,IDXH4,SH11A,SH11B,SH11C,SH11D,SH11E,SH11Y,SH11Z,SH12,SH13,SH15N,SH15Y,SH15G,SH18N,SH18Y,SH18G,SH20N,SH20Y,SH20G,SH21
2024,      325503101,1,0,0,1,0,0,0,0,1,1,1,7,6, , , , , , , 
2024,      325503101,2,0,0,1,0,0,0,0,1,7,2,5, , , , , , , , 
2024,      325503101,3,0,0,1,0,0,0,0,1, ,0,0, ,0,0, , , , , 
2024,      325503101,4,0,0,1,0,0,0,0,1,6,2,3, ,2,4, ,2,3, ,1
2024,      325503901,1,1,0,0,0,0,0,0,0,1,2,5, , , , , , , , 
2024,      325503901,2,1,0,0,0,0,0,0,0,7,2,5, , , , , , , , 
2024,      325504001,1,0,0,1,0,0,0,0,1,1, , , , , , , , , , 
2024,      325504701,1,0,0,1,0,0,0,0,1,1,2,5, , , , , , , , 
2024,      325504701,2,0,0,1,0,0,0,0,1,7,2,5, , , , , , , , 
2024,      325504701,3,0,0,1,0,0,0,0,1,6,1,7,5,1,7,6,1,7,5,1
2024,      325504701,4,0,0,1,0,0,0,0,1, , , , , , , , , , , 
2024,      325505001,1,0,0,1,0,0,0,0,1,7,1,7,6, , , , , , , 
2024,      325505001,2,0,0,1,0,0,0,0,1,1,1,7,6, , , , , , , 
2024,      325505001,3,0,0,1,0,0,0,0,1, , , , , , , , , , , 
2024,      325505301,1,0,0,1,0,0,0,0,1,1,1,7,6, , , , , , , 
2024,      325505301,2,0,0,1,0,0,0,0,1,6,1,7,5,1,7,6,1,7,5,1
2024,      325508901,1,0,0,1,0,0,0,0,1,1,2,5, , , , , , , , 
2024,      325508901,2,0,0,1,0,0,0,0,1,7,2,5, , , , , , , , 
2024,      325508901,3,0,0,1,0,0,0,0,1,6,2,1, ,2,2, ,2,1, ,1
2024,      325508901,4,0,0,1,0,0,0,0,1, , , , , , , , , , , 
2024,      325509301,1,1,0,0,0,0,0,0,1,1,4,5, , , , , , , , 
2024,      325509301,2,0,0,1,0,0,0,0,1,6,4,1, ,4,2, ,4,1, ,1
2024,      325509701,1,0,0,1,0,0,0,0,1,1,4,5, , , , , , , , 
2024,      325509701,2,0,0,1,0,0,0,0,1,1,3,3, , , , , , , , 
2024,      325509701,3,0,0,1,0,0,0,0,1,6,1,7,3,1,7,4,1,7,3,1
2024,      325509701,4,0,0,1,0,0,0,0,1, , , , , , , , , , , 
2024,      325600601,1,0,0,1,0,0,0,0,1,1,2,2, , , , , , , , 
2024,      325600601,2,0,0,1,0,0,0,0,1,6,2,3, ,2,4, ,2,3, ,1
2024,      325600601,3,0,0,1,0,0,0,0,1,6,1,7,2,1,7,3,1,7,2,1
2024,      325600801,1,1,0,0,0,0,0,0,1,1,4,5, , , , , , , , 
2024,      325600801,2,1,0,0,0,0,0,0,1,1,4,5, , , , , , , , 
2024,      325600801,3,1,0,0,0,0,0,0,0, ,0,0, ,0,0, ,0,0, , 
2024,      325600801,4,1,0,0,0,0,0,0,0, , , , , , , , , , , 
2024,      325601301,1,0,0,1,0,0,0,0,1,3,3,3, , , , , , , , 
2024,      325601301,2,0,0,1,0,0,0,0,1,1,2,5, , , , , , , , 
2024,      325601301,3,0,0,1,0,0,0,0,1,6,2,4, ,2,5, ,2,4, ,1
2024,      325601301,4,0,0,1,0,0,0,0,1,6,1,7,5,1,7,6,1,7,5,1
2024,      325601301,5,0,0,1,0,0,0,0,1,6,1,7,3,1,7,4,1,7,3,1
2024,      325601301,6,0,0,1,0,0,0,0,1, ,0,0, ,0,0, , , , , 
2024,      325601701,1,0,0,1,0,0,0,0,1,1,1,2, , , , , , , , 
2024,      325601701,2,0,0,1,0,0,0,0,1,7,1,3, , , , , , , , 
2024,      325601701,3,0,0,0,0,0,1,0, ,1,3,3, , , , , , , , 
2024,      325601701,4,0,0,0,0,0,1,0, ,6,0,0, ,1,7,1,0,0, , 
2024,      325601701,5,0,0,0,0,0,1,0, , , , , , , , , , , , 
2024,      325602801,1,0,0,1,0,0,0,0,1,1,1,7,5, , , , , , , 
2024,      325602801,2,0,0,1,0,0,0,0,1,6,4,1, ,4,2, ,4,1, ,1
2024,      325602801,3,0,0,1,0,0,0,0,1,6,2,3, ,2,4, ,2,3, ,1
2024,      325602801,4,0,0,1,0,0,0,0,1,6,1,7,5,1,7,6,1,7,5,1
2024,      325602801,5,0,0,1,0,0,0,0,1, ,0,0, ,0,0, ,0,0, , 
2024,      325603201,1,1,0,0,0,0,0,0,1,1,3,3, , , , , , , , 
2024,      325603201,2,1,0,0,0,0,0,0,0,7,2,5, , , , , , , , 
2024,      325603201,3,1,0,0,0,0,0,0,1,3,4,5, , , , , , , , 
2024,      325603201,4,0,0,0,0,0,0,1, ,1,4,5, , , , , , , , 
2024,      325603201,5,1,0,0,0,0,0,0,0,6,1,7,4,1,7,5,1,7,4,1
2024,      325603201,6,1,0,0,0,0,0,0,0,6,1,7,2,1,7,3,1,7,2,1
2024,      325603201,7,1,0,0,0,0,0,0,0, , , , , , , , , , , 
2024,      325605001,1,0,0,1,0,0,0,0,1,1,2,5, ,4,1, , , , , 
2024,      325605001,2,0,0,1,0,0,0,0,1, , , , , , , , , , , 
2024,      325605001,3,1,0,0,0,0,0,0,0,6,2,2, ,2,3, ,2,2, ,1
2024,      325605601,1,0,0,1,0,0,0,0,1,6,2,5, , , , ,2,5, ,1
2024,      325605801,1,1,0,0,0,0,0,0,1,7,3,3, , , , , , , , 
2024,      325605801,2,1,0,0,0,0,0,0,1,8,4,5, , , , , , , , 
2024,      325606101,1,1,0,0,0,0,0,0,1,1,4,5, , , , , , , , 
2024,      325606101,2,0,0,1,0,0,0,0,1,1,4,5, , , , , , , , 
2024,      325606101,3,0,0,1,0,0,0,0,1, ,0,0, ,0,0, , , , , 
2024,      325606101,4,0,0,1,0,0,0,0,1,7,1,7,3, , , , , , , 
2024,      325606101,5,0,0,1,0,0,0,0,1,96,1,5, , , , , , , , 
2024,      325701001,1,0,0,1,0,0,0,0,1,1,2,5, , , , , , , , 
2024,      325701001,2,0,0,1,0,0,0,0,1,1,4,1, , , , ,4,1, ,1
2024,      325701001,3,0,0,1,0,0,0,0,1, ,0,0, , , , ,0,0, , 
2024,      325702001,1,0,0,1,0,0,0,0,1,1,4,5, , , , , , , , 
2024,      325703401,1,0,0,0,0,0,0,1, ,7,1,5, , , , , , , , 
2024,      325703401,2,0,0,0,0,0,0,1, ,1,3,5, , , , , , , , 
2024,      325707001,1,0,0,0,0,0,0,1, ,96,2,5, , , , , , , , 
2024,      325707001,2,0,0,0,0,0,0,1, ,1,1,5, , , , , , , , 
2024,      325707001,3,0,0,0,0,0,0,1, ,1,2,5, , , , , , , , 
2024,      325707001,4,0,0,0,0,0,0,1, ,1,2,5, , , , , , , , 
2024,      325707401,1,0,0,1,0,0,0,0,1,1,4,5, , , , , , , , 
2024,      325707401,2,0,0,1,0,0,0,0,1, , , , , , , , , , , 
2024,      325710301,1,1,0,0,0,0,0,0,1,7,3,5, , , , , , , , 
2024,      325710301,2,0,0,1,0,0,0,0,1,1,3,5, , , , , , , , 
2024,      325710301,3,1,0,0,0,0,0,0,0,1,3,3, , , , , , , , 
2024,      325710301,4,1,0,0,0,0,0,0,1,1,2,5, , , , , , , , 
2024,      325710301,5,0,0,0,0,0,0,1, ,1,2,5, , , , , , , , 
2024,      325710301,6,1,0,0,0,0,0,0,0,6,2,4, ,2,5, ,2,4, ,1
2024,      325710601,1,1,0,0,0,0,0,0,1,1,5,2, , , , , , , , 
2024,      325710601,2,1,0,0,0,0,0,0,1,1,5,2, , , , , , , , 
2024,      325710601,3,0,0,0,0,0,1,0, ,1,3,3, , , , , , , , 
2024,      325710602,1,1,0,0,0,0,0,0,1,1,4,6, , , , , , , , 
2024,      325710602,2,1,0,0,0,0,0,0,1,3,4,6, , , , , , , , 
2024,      325710602,3,1,0,0,0,0,0,0,0, , , , , , , , , , , 
2024,      325712401,1,0,0,1,0,0,0,0,1,1,2,5, , , , , , , , 
2024,      325712401,2,0,0,1,0,0,0,0,1,1,3,2, , , , , , , , 
2024,      325712401,3,0,0,1,0,0,0,0,1,1,4,2, ,4,3, ,4,2, ,1
2024,      325712401,4,0,0,1,0,0,0,0,1,6,2,1, ,2,2, ,2,1, ,1
2024,      325712401,5,0,0,1,0,0,0,0,1,6,1,7,4,1,7,5,1,7,4,1
2024,      325712401,6,0,0,0,0,0,1,0, ,1,3,3, , , , , , , , 
2024,      325800101,1,0,0,1,0,0,0,0,1,1,1,5, , , , , , , , 
2024,      325800101,2,0,0,1,0,0,0,0,1,1,2,5, , , , , , , , 
2024,      325800101,3,0,0,1,0,0,0,0,1,1,2,5, , , , , , , , 
2024,      325800101,4,0,0,1,0,0,0,0,1,6,1,7,4,1,7,5,1,7,4,1
2024,      325800101,5,0,0,1,0,0,0,0,1, , , , , , , , , , , 
2024,      325800601,1,0,0,1,0,0,0,0,1,96,1,2, , , , , , , , 
2024,      325800601,2,0,0,1,0,0,0,0,1,7,1,2, , , , , , , , 
2024,      325800601,3,0,0,1,0,0,0,0,1,7,1,7,3, , , , , , , 
2024,      325800601,4,0,0,1,0,0,0,0,1,7,1,7,6, , , , , , , 
2024,      325800601,5,0,0,1,0,0,0,0,1, , , , , , , , , , , 
2024,      325803301,1,0,0,1,0,0,0,0,1,1,4,2, , , , , , , , 
2024,      325803301,2,0,0,1,0,0,0,0,1,7,3,2, , , , , , , , 
2024,      325803301,3,1,0,0,0,0,0,0,0,6,1,7,4,1,7,5,1,7,4,1
2024,      325803301,4,1,0,0,0,0,0,0,0, , , , , , , , , , , 
2024,      325804201,1,0,0,1,0,0,0,0,1,1,1,7,5, , , , , , , 
2024,      325804201,2,0,0,1,0,0,0,0,1,7,1,7,6, , , , , , , 
2024,      325804201,3,0,0,1,0,0,0,0,1, ,0,0, ,0,0, ,0,0, , 
2024,      325804201,4,1,0,0,0,0,0,0,0,6,1,7,6,2,1, ,1,7,6,1
2024,      325806001,1,0,0,1,0,0,0,0,1,1,2,5, , , , , , , , 
2024,      325806001,2,1,0,0,0,0,0,0,0,6,0,0, ,1,7,1,0,0, , 
2024,      325806001,3,1,0,0,0,0,0,0,0, , , , , , , , , , , 
2024,      325806401,1,0,0,1,0,0,0,0,1,4,2,5, , , , , , , , 
2024,      325806401,2,0,0,1,0,0,0,0,1,1,1,7,5, , , , , , , 
2024,      325806401,3,0,0,1,0,0,0,0,1,1,3,2, , , , , , , , 
2024,      325806401,4,0,0,1,0,0,0,0,1,1,2,5, , , , , , , , 
2024,      325806401,5,0,0,1,0,0,0,0,1, ,0,0, ,0,0, ,0,0, , 
2024,      325806401,6,0,0,1,0,0,0,0,1, , , , , , , , , , , 
2024,      325806401,7,0,0,1,0,0,0,0,1,1,2,5, , , , , , , , 
2024,      325806401,8,0,0,1,0,0,0,0,1, , , , , , , , , , , 
2024,      325809301,1,0,0,1,0,0,0,0,1,7,2,5, , , , , , , , 
2024,      325809301,2,0,0,1,0,0,0,0,1,6,2,3, ,2,4, ,2,3, ,1
2024,      325809301,3,0,0,1,0,0,0,0,1,6,2,1, ,2,2, ,2,1, ,1
2024,      325809301,4,0,0,1,0,0,0,0,1,6,1,7,5,1,7,6,1,7,5,1
2024,      325809301,5,0,0,1,0,0,0,0,1,6,1,7,1,1,7,2,1,7,1,1
2024,      325809301,6,1,0,0,0,0,0,0,0, , , , , , , , , , , 
2024,      325809301,7,0,0,1,0,0,0,0,1, , , , , , , , , , , 
2024,      325810301,1,0,0,1,0,0,0,0,1,7,2,2, , , , , , , , 
